0.3655341,0.1947684,0.1793688,-0.6440646,0.610732,-0.07957451,1.341561,-0.1778423,0.1356153
0.3693577,0.178534,0.1840028,-0.7979474,0.6172237,0.1805733,1.345294,-0.1946752,0.1406351
0.2459169,0.1054267,0.1957682,-0.85209,0.6316754,0.2885058,1.221799,-0.2683821,0.1528009
0.09100659,0.1004421,0.1851896,-0.9533804,0.5475314,0.3949263,1.066884,-0.2739584,0.1426447
-0.03219023,0.05049176,0.1780853,-1.045682,0.4884653,0.5220247,0.943737,-0.3244858,0.1359918
-0.02689998,-0.01280253,0.1904749,-0.9446271,0.5695137,0.5032408,0.9491295,-0.3883387,0.1488679
-0.02245834,-0.04644998,0.1766056,-0.8189052,0.6015278,0.4257098,0.9537212,-0.4225249,0.1355259
-0.1322963,-0.09667763,0.1823738,-0.7820872,0.4578987,0.3264913,0.8440753,-0.473273,0.1418671
-0.1406561,-0.01801894,0.1911533,-0.765423,0.3103393,0.211395,0.8359419,-0.3951191,0.15127
-0.1164514,0.09244563,0.177047,-0.8272825,0.3242924,0.2765088,0.8603979,-0.2851455,0.1378415
-0.1604891,0.06855984,0.1902432,-0.8846778,0.3629913,0.346641,0.8166272,-0.3095069,0.1517736
-0.1344191,0.04649529,0.1963307,-0.8606612,0.3924941,0.1700842,0.8429709,-0.332028,0.1586587
-0.1403009,0.02936763,0.2029504,-0.8577853,0.5123294,0.03668884,0.8373608,-0.3495905,0.1661407
-0.1607238,0.01018728,0.2098807,-0.8738692,0.5138158,0.06324682,0.8171997,-0.3691822,0.1740014
-0.1345676,0.03646381,0.1999718,-0.8674833,0.4183623,0.02440578,0.8436002,-0.3432929,0.165094
-0.1355522,0.04399891,0.2122083,-0.8730287,0.4275131,-0.08021761,0.8428355,-0.3361203,0.1784058
-0.1062601,0.04097054,0.207805,-0.9131477,0.4057448,-0.1343433,0.8723173,-0.3394852,0.175154
-0.1259242,0.03010561,0.2036636,-0.9346517,0.3305691,-0.1040808,0.852808,-0.3506597,0.1722424
-0.1651997,0.003921637,0.2226291,-0.8781171,0.1976052,-0.05860563,0.8136483,-0.3771256,0.1925176
-0.1066056,-0.01712753,0.2235372,-0.7832063,0.02283965,-0.02671086,0.8723143,-0.3984296,0.194817
-0.04786562,-0.03104401,0.2210097,-0.7358802,-0.02406855,0.01875622,0.9310792,-0.4125752,0.1937641
0.01528048,-0.04762582,0.1922121,-0.7487239,-0.107181,0.06749188,0.9942026,-0.429363,0.1665255
0.1050787,-0.1606459,0.144319,-0.7162337,-0.3129492,0.1766198,1.083933,-0.5425697,0.1202758
0.2957684,-0.3378909,0.1235185,-0.5528072,-0.4305503,0.2369844,1.274518,-0.7199892,0.1012013
0.5171037,-0.3552439,0.1293284,-0.3754086,-0.3713145,0.1024424,1.495725,-0.7375173,0.1088161
0.4129007,-0.1952481,0.1227386,-0.4490693,-0.2778557,-0.07685863,1.391392,-0.5777124,0.1041064
0.1891918,-0.1271832,0.02423243,-0.8269444,-0.3615234,-0.1622229,1.167572,-0.5098662,0.007550436
0.1771172,-0.2839097,-0.1003074,-1.153437,-0.4036236,-0.1366944,1.155421,-0.6668467,-0.1149763
0.1502119,-0.419407,-0.1361028,-1.11304,-0.2933365,-0.1111081,1.128482,-0.8026423,-0.1487075
0.06613597,-0.3249088,-0.1612086,-0.9179682,-0.2806411,-0.1702439,1.044421,-0.7084991,-0.1717126
-0.02480867,-0.2118001,-0.2149715,-0.8462577,-0.2855042,-0.2075685,0.9535407,-0.5958145,-0.2233548
-0.1116504,-0.2203225,-0.20922,-0.750238,-0.2956037,-0.2439778,0.8668099,-0.6048384,-0.2154791
